Date,Time,Open,High,Low,Close,Volume,Change,Volatility,CBR,Date,Weekday
17/04/2018,12:00,517.0,523.8,514.0,514.0,34300.38,-0.580270793,0.018955513,0.306122449,17/04/2018,Tuesday
17/04/2018,16:00,514.0,517.5,501.5,503.63,33584.68,-2.017509728,0.031128405,0.648125000,17/04/2018,Tuesday
17/04/2018,20:00,503.64,507.125146,501.5,503.13,26123.59,-0.101262807,0.011168982,0.090664313,17/04/2018,Tuesday
18/04/2018,00:00,503.13,509.03,501.5,506.8,16691.38,0.729433745,0.014966311,0.487383798,18/04/2018,Wednesday
18/04/2018,04:00,506.99,517.99,504.357429,515.36,19794.06,1.650920136,0.026889231,0.613970762,18/04/2018,Wednesday
18/04/2018,08:00,515.02,517.22,510.48,516.86,16342.77,0.357267679,0.013086870,0.272997033,18/04/2018,Wednesday
18/04/2018,12:00,516.87,518.030048,507.01,509.65,27594.88,-1.396869619,0.021320734,0.655169560,18/04/2018,Wednesday
18/04/2018,16:00,509.65,518.5,509.65,517.51,23583.06,1.542234867,0.017364858,0.888135593,18/04/2018,Wednesday
18/04/2018,20:00,517.51,527.05,516.49,525.55,28806.49,1.553593167,0.020405403,0.761363636,18/04/2018,Wednesday
19/04/2018,00:00,525.56,539.45,521.55,536.44,38565.6,2.070172768,0.034058909,0.607821229,19/04/2018,Thursday
19/04/2018,04:00,536.0,537.7,527.26,532.0,39027.86,-0.746268657,0.019477612,0.383141762,19/04/2018,Thursday
19/04/2018,08:00,532.0,537.01,529.8,537.01,17157.79,0.941729323,0.013552632,0.694868239,19/04/2018,Thursday
19/04/2018,12:00,537.0,548.18,534.5,546.95,38221.22,1.852886406,0.025474860,0.727339181,19/04/2018,Thursday
19/04/2018,16:00,546.95,564.0,546.95,557.29,47310.38,1.890483591,0.031172868,0.606451613,19/04/2018,Thursday
19/04/2018,20:00,557.29,571.84,553.27,566.92,31214.57,1.728005168,0.033321969,0.518578352,19/04/2018,Thursday
20/04/2018,00:00,566.92,587.62,566.9,573.5,55324.64,1.160657588,0.036548367,0.317567568,20/04/2018,Friday
20/04/2018,04:00,573.51,576.53,557.77,570.81,43052.37,-0.470785165,0.032710851,0.143923241,20/04/2018,Friday
20/04/2018,08:00,570.81,591.14,568.52,589.99,50102.95,3.360137349,0.039627897,0.847922193,20/04/2018,Friday
20/04/2018,12:00,589.98,595.48,580.67,585.04,43695.29,-0.837316519,0.025102546,0.333558406,20/04/2018,Friday
20/04/2018,16:00,585.04,595.9,582.38,593.0,25246.71,1.360590729,0.023109531,0.588757396,20/04/2018,Friday
20/04/2018,20:00,592.99,621.77,586.97,616.52,57360.86,3.968026442,0.058685644,0.676149425,20/04/2018,Friday
21/04/2018,00:00,616.44,617.62,600.21,607.97,40900.98,-1.374018558,0.028242814,0.486502010,21/04/2018,Saturday
21/04/2018,04:00,607.98,625.24,607.97,613.62,26862.8,0.927662094,0.028405540,0.326577881,21/04/2018,Saturday
21/04/2018,08:00,613.28,615.149981,576.0,587.84,90094.4,-4.148186799,0.063837042,0.649808744,21/04/2018,Saturday
21/04/2018,12:00,587.83,609.49,585.62,608.36,31042.97,3.492506337,0.040606978,0.860075408,21/04/2018,Saturday
21/04/2018,16:00,608.37,613.32,600.0,608.72,23333.02,0.057530779,0.021894571,0.026276276,21/04/2018,Saturday
21/04/2018,20:00,608.72,608.72,598.1,605.35,19133.45,-0.553620712,0.017446445,0.317325800,21/04/2018,Saturday
22/04/2018,00:00,604.56,604.69,591.2,600.52,23134.6,-0.668254598,0.022313749,0.299481097,22/04/2018,Sunday
22/04/2018,04:00,600.5,613.32,600.0,611.63,14366.69,1.853455454,0.022181515,0.835585586,22/04/2018,Sunday
22/04/2018,08:00,611.64,635.0,611.64,626.26,44742.68,2.390294945,0.038192401,0.625856164,22/04/2018,Sunday
22/04/2018,12:00,626.26,642.86,614.830454,634.134386,54896.77,1.257366908,0.044757043,0.280931628,22/04/2018,Sunday
22/04/2018,16:00,633.98,646.8,630.35,636.88,34837.22,0.457427679,0.025947191,0.176291793,22/04/2018,Sunday
22/04/2018,20:00,636.87,643.14,617.5,621.11,34510.19,-2.474602352,0.040259394,0.614664587,22/04/2018,Sunday
23/04/2018,00:00,621.01,636.5,619.4,635.31,24128.06,2.302700440,0.027535788,0.836257310,23/04/2018,Monday
23/04/2018,04:00,635.32,642.106592,630.0,639.59,20649.67,0.672102248,0.019055896,0.352700413,23/04/2018,Monday
23/04/2018,08:00,639.6,642.0,632.0,636.73,20217.8,-0.448717949,0.015634772,0.287000000,23/04/2018,Monday
23/04/2018,12:00,636.73,650.0,636.72,644.71,55520.44,1.253278470,0.020856564,0.600903614,23/04/2018,Monday
23/04/2018,16:00,644.7,647.06,632.93,636.81,32197.99,-1.223825035,0.021917171,0.558386412,23/04/2018,Monday
23/04/2018,20:00,636.81,644.28,633.9,643.98,14066.87,1.125924530,0.016299995,0.690751445,23/04/2018,Monday
24/04/2018,00:00,643.97,672.08,643.8,668.15,52987.29,3.754833300,0.043915089,0.855021216,24/04/2018,Tuesday
24/04/2018,04:00,668.14,684.47,668.14,678.26,39120.46,1.514652618,0.024440985,0.619718310,24/04/2018,Tuesday
24/04/2018,08:00,678.25,692.0,678.25,688.19,31640.22,1.465536307,0.020272761,0.722909091,24/04/2018,Tuesday
24/04/2018,12:00,688.19,712.0,687.74,700.48,112089.79,1.785844026,0.035251893,0.506595218,24/04/2018,Tuesday
24/04/2018,16:00,700.63,711.47,693.68,709.62,49149.37,1.283130896,0.025391433,0.505340079,24/04/2018,Tuesday
24/04/2018,20:00,709.61091,710.01,699.801568,702.98,50734.64,-0.934443074,0.014385957,0.649552252,24/04/2018,Tuesday
25/04/2018,00:00,702.99,703.86,655.01,656.26,128645.89,-6.647320730,0.069488897,0.956601842,25/04/2018,Wednesday
25/04/2018,04:00,656.906749,669.47,631.04,660.73,124338.8,0.582008178,0.058501454,0.099486105,25/04/2018,Wednesday
25/04/2018,08:00,660.73,662.16,605.0,628.98,124951.67,-4.805291117,0.086510375,0.555458362,25/04/2018,Wednesday
25/04/2018,12:00,628.91,639.71,596.1,621.89,171334.81,-1.116216947,0.069342195,0.160972254,25/04/2018,Wednesday
25/04/2018,16:00,621.88,637.22,606.84,628.89,61999.48,1.127227118,0.048851869,0.230743910,25/04/2018,Wednesday
25/04/2018,20:00,628.9,647.0,608.0,618.08,64150.06,-1.720464303,0.062013039,0.277435897,25/04/2018,Wednesday
26/04/2018,00:00,617.84,625.11,600.1,617.88,51608.86,0.006474168,0.040479736,0.001599360,26/04/2018,Thursday
26/04/2018,04:00,618.21,636.51,615.0,631.15,56622.85,2.093139872,0.034794002,0.601580660,26/04/2018,Thursday
26/04/2018,08:00,631.15,635.327823,616.82,632.73,52187.01,0.250336687,0.029323969,0.085369306,26/04/2018,Thursday
26/04/2018,12:00,632.73,640.2,624.15,627.96,43377.72,-0.753876061,0.025366270,0.297196262,26/04/2018,Thursday
26/04/2018,16:00,627.95,636.67387,626.0,630.02,25139.15,0.329644080,0.016997962,0.193931536,26/04/2018,Thursday
26/04/2018,20:00,630.03,666.2,630.02,661.55,43606.13,5.002936368,0.057425837,0.871199558,26/04/2018,Thursday
27/04/2018,00:00,661.18,662.98,650.0,650.01,28833.67,-1.689403793,0.019631568,0.860554700,27/04/2018,Friday
27/04/2018,04:00,650.0,661.07,646.91,658.01,32284.56,1.232307692,0.021784615,0.565677966,27/04/2018,Friday
27/04/2018,08:00,658.42,686.36,656.49,680.1,50832.48,3.292731084,0.045366180,0.725811851,27/04/2018,Friday
27/04/2018,12:00,680.1,687.28,666.71,673.82,49941.55,-0.923393619,0.030245552,0.305298979,27/04/2018,Friday
27/04/2018,16:00,673.82,683.0,657.6,658.93,28888.05,-2.209788964,0.037695527,0.586220472,27/04/2018,Friday
27/04/2018,20:00,658.9,663.9,640.7,643.49,40723.71,-2.338746396,0.035210199,0.664224138,27/04/2018,Friday
28/04/2018,00:00,643.49,669.2,640.25,667.15,22933.41,3.676824815,0.044989044,0.817271157,28/04/2018,Saturday
28/04/2018,04:00,667.14,677.49,663.9,669.91,22781.26,0.415205204,0.020370537,0.203826343,28/04/2018,Saturday
28/04/2018,08:00,669.91,686.77,663.2,678.44,49925.0,1.273305369,0.035183831,0.361900721,28/04/2018,Saturday
28/04/2018,12:00,678.45,700.0,675.88,687.06,52799.44,1.269069202,0.035551625,0.356965174,28/04/2018,Saturday
28/04/2018,16:00,687.05,690.92,677.62,687.0,19954.48,-0.007277491,0.019358125,0.003759398,28/04/2018,Saturday
28/04/2018,20:00,687.0,690.67,673.95,683.27,16825.06,-0.542940320,0.024337700,0.223086124,28/04/2018,Saturday
29/04/2018,00:00,683.03,700.0,682.98,695.01,26197.92,1.753949314,0.024918378,0.703877791,29/04/2018,Sunday
29/04/2018,04:00,695.0,697.69,688.0,691.66,23594.0,-0.480575540,0.013942446,0.344685243,29/04/2018,Sunday
29/04/2018,08:00,691.66,692.5,663.31,673.62,58663.07,-2.608217911,0.042202816,0.618019870,29/04/2018,Sunday
29/04/2018,12:00,674.08,685.95,665.84,681.27,26142.73,1.066638975,0.029833254,0.357533565,29/04/2018,Sunday
29/04/2018,16:00,681.27,683.84,669.43,679.26,13111.86,-0.295037210,0.021151673,0.139486468,29/04/2018,Sunday
29/04/2018,20:00,680.13,691.7,677.14,689.93,13563.69,1.440901004,0.021407672,0.673076923,29/04/2018,Sunday
30/04/2018,00:00,689.93,694.88,675.38,677.5,26073.33,-1.801632050,0.028263737,0.637435897,30/04/2018,Monday
30/04/2018,04:00,677.69,688.09,671.46,677.03,27375.73,-0.097389662,0.024539244,0.039687312,30/04/2018,Monday
30/04/2018,08:00,677.02,694.0,674.13,685.7,32448.1,1.282089155,0.029349207,0.436839456,30/04/2018,Monday
30/04/2018,12:00,685.71,693.94,677.81,682.7,22173.29,-0.438961077,0.023523064,0.186608803,30/04/2018,Monday
30/04/2018,16:00,682.7,686.4,676.83,678.88,19994.62,-0.559542991,0.014017870,0.399164054,30/04/2018,Monday
30/04/2018,20:00,678.88,678.89,663.42,670.33,37307.02,-1.259427292,0.022787532,0.552682612,30/04/2018,Monday
01/05/2018,00:00,670.64,670.94,627.42,640.93,66898.53,-4.430096624,0.064893236,0.682674632,01/05/2018,Tuesday
01/05/2018,04:00,640.92,677.77,640.33,660.63,37598.41,3.075266804,0.058416027,0.526442308,01/05/2018,Tuesday
01/05/2018,08:00,660.9,675.76,657.1,658.54,26417.24,-0.357088818,0.028234226,0.126473741,01/05/2018,Tuesday
01/05/2018,12:00,658.54,660.81,642.11,648.7,44317.43,-1.494214474,0.028396149,0.526203209,01/05/2018,Tuesday
01/05/2018,16:00,648.69,665.23,648.69,661.87,22434.07,2.031787140,0.025497541,0.796856106,01/05/2018,Tuesday
01/05/2018,20:00,661.88,675.9,660.96,671.01,23371.76,1.379404122,0.022572067,0.611111111,01/05/2018,Tuesday
02/05/2018,00:00,671.06,679.26,662.67,674.36,32747.14,0.491759306,0.024722081,0.198915009,02/05/2018,Wednesday
02/05/2018,04:00,674.36,685.88,673.59,682.52,37035.67,1.210036182,0.018224687,0.663954434,02/05/2018,Wednesday
02/05/2018,08:00,682.56,686.0,676.53,681.94,20047.32,-0.090834505,0.013874238,0.065469905,02/05/2018,Wednesday
02/05/2018,12:00,681.94,684.31,668.13,683.41,23956.57,0.215561486,0.023726428,0.090852905,02/05/2018,Wednesday
02/05/2018,16:00,683.4,684.13,672.34,676.7,18753.88,-0.980392157,0.017251975,0.568278202,02/05/2018,Wednesday
02/05/2018,20:00,676.69,692.0,674.93,688.0,35108.74,1.671370938,0.025225731,0.662565905,02/05/2018,Wednesday
03/05/2018,00:00,688.0,725.0,686.97,716.48,67718.94,4.139534884,0.055276163,0.748882461,03/05/2018,Thursday
03/05/2018,04:00,716.61,734.58,705.0,722.69,73077.23,0.848439179,0.041277682,0.205544287,03/05/2018,Thursday
03/05/2018,08:00,722.69,725.0,703.97,721.02,37409.25,-0.231081100,0.029099614,0.079410366,03/05/2018,Thursday
03/05/2018,12:00,721.02,756.5,720.09,747.25,86269.94,3.637901861,0.050497906,0.720406482,03/05/2018,Thursday
03/05/2018,16:00,747.25,777.39,747.24,762.48,79479.53,2.038139846,0.040347942,0.505140962,03/05/2018,Thursday
03/05/2018,20:00,762.48,790.0,752.38,779.39,39840.75,2.217763089,0.049338999,0.449494949,03/05/2018,Thursday
04/05/2018,00:00,779.39,781.04,760.55,769.73,45930.39,-1.239430837,0.026289791,0.471449488,04/05/2018,Friday
04/05/2018,04:00,769.73,786.93,769.72,783.21,31330.71,1.751263430,0.022358489,0.783265543,04/05/2018,Friday
04/05/2018,08:00,782.82,808.79,782.14,800.591443,58949.87,2.270182545,0.034043586,0.666845891,04/05/2018,Friday
04/05/2018,12:00,800.591443,806.74,763.21,774.67,62966.51,-3.237786667,0.054372302,0.595484562,04/05/2018,Friday
04/05/2018,16:00,774.67,783.65,765.83,781.43,29942.82,0.872629636,0.023003343,0.379349046,04/05/2018,Friday
04/05/2018,20:00,781.44,795.0,781.43,785.52,24448.14,0.522113022,0.017365377,0.300663228,04/05/2018,Friday
05/05/2018,00:00,785.52,806.41,780.8,805.51,30340.14,2.544811081,0.032602607,0.780554471,05/05/2018,Saturday
05/05/2018,04:00,805.73,818.1,802.34,807.81,33078.23,0.258150994,0.019559902,0.131979695,05/05/2018,Saturday
05/05/2018,08:00,807.82,823.67,807.5,816.03,21471.5,1.016315516,0.020016835,0.507730365,05/05/2018,Saturday
05/05/2018,12:00,816.03,830.0,816.02,819.41,30718.25,0.414200458,0.017131723,0.241773963,05/05/2018,Saturday
05/05/2018,16:00,819.15,823.81,804.0,812.99,38107.39,-0.751999023,0.024183605,0.310954064,05/05/2018,Saturday
05/05/2018,20:00,813.0,820.0,801.0,819.69,40265.34,0.822878229,0.023370234,0.352105263,05/05/2018,Saturday
06/05/2018,00:00,819.68,838.0,818.5,827.97,35530.44,1.011370291,0.023789772,0.425128205,06/05/2018,Sunday
06/05/2018,04:00,827.97,830.19,777.71,799.34,67347.91,-3.457854753,0.063383939,0.545541159,06/05/2018,Sunday
06/05/2018,08:00,799.33,799.33,769.42,773.86,47833.67,-3.186418626,0.037418838,0.851554664,06/05/2018,Sunday
06/05/2018,12:00,773.86,784.43,754.8,775.1,46382.35,0.160235702,0.038288579,0.041849477,06/05/2018,Sunday
06/05/2018,16:00,775.11,795.96,775.1,781.0,22542.45,0.759892144,0.026912309,0.282358581,06/05/2018,Sunday
06/05/2018,20:00,781.0,794.6,775.64,793.79,16198.31,1.637644046,0.024276569,0.674578059,06/05/2018,Sunday
07/05/2018,00:00,793.79,797.98,741.0,758.9,70328.02,-4.395369052,0.071782209,0.612320112,07/05/2018,Monday
07/05/2018,04:00,758.89,762.84,725.0,735.0,77286.8,-3.148018817,0.049862299,0.631342495,07/05/2018,Monday
07/05/2018,08:00,735.0,752.5,686.0,730.95,270208.46,-0.551020408,0.090476190,0.060902256,07/05/2018,Monday
07/05/2018,12:00,732.71,742.19,685.18,728.97,121235.7,-0.510433869,0.077807045,0.065602526,07/05/2018,Monday
07/05/2018,16:00,729.0,758.8,722.77,755.85,69713.73,3.683127572,0.049423868,0.745212323,07/05/2018,Monday
07/05/2018,20:00,756.07,763.82,734.22,752.14,53834.88,-0.519793141,0.039149814,0.132770270,07/05/2018,Monday
08/05/2018,00:00,752.2,775.49,751.61,771.07,42357.15,2.508641319,0.031746876,0.790201005,08/05/2018,Tuesday
08/05/2018,04:00,771.12,771.12,745.98,759.3,39444.64,-1.532835356,0.032601930,0.470167064,08/05/2018,Tuesday
08/05/2018,08:00,759.3,761.68,727.63,728.95,55017.64,-3.997102594,0.044843935,0.891336270,08/05/2018,Tuesday
08/05/2018,12:00,728.82,742.18,720.33,736.72,52488.82,1.083943909,0.029979968,0.361556064,08/05/2018,Tuesday
08/05/2018,16:00,736.61,750.93,725.72,750.0,27062.79,1.817786889,0.034224352,0.531138437,08/05/2018,Tuesday
08/05/2018,20:00,750.01,757.35,739.77,747.94,24388.35,-0.275996320,0.023439687,0.117747440,08/05/2018,Tuesday
09/05/2018,00:00,747.93,749.99,716.0,720.23,39507.47,-3.703555146,0.045445429,0.814945572,09/05/2018,Wednesday
09/05/2018,04:00,720.23,725.08,710.0,716.48,41114.1,-0.520667009,0.020937756,0.248673740,09/05/2018,Wednesday
09/05/2018,08:00,716.48,747.02,716.47,743.06,38062.07,3.709803484,0.042639013,0.870049100,09/05/2018,Wednesday
09/05/2018,12:00,743.07,752.72,741.67,748.32,26076.34,0.706528322,0.014870739,0.475113122,09/05/2018,Wednesday
09/05/2018,16:00,748.11,760.41,745.2,750.05,25008.92,0.259320153,0.020331235,0.127547666,09/05/2018,Wednesday
09/05/2018,20:00,750.05,757.32,743.0,751.86,21309.47,0.241317246,0.019092061,0.126396648,09/05/2018,Wednesday
10/05/2018,00:00,751.87,759.23,751.86,755.6,17500.4,0.496096400,0.009802226,0.506105834,10/05/2018,Thursday
10/05/2018,04:00,755.66,768.01,753.2,763.21,28836.35,0.999126591,0.019598761,0.509790682,10/05/2018,Thursday
10/05/2018,08:00,762.92,765.78,756.08,760.08,18005.03,-0.372253972,0.012714308,0.292783505,10/05/2018,Thursday
10/05/2018,12:00,760.07,768.47,756.7,761.31,25549.58,0.163142868,0.015485416,0.105352591,10/05/2018,Thursday
10/05/2018,16:00,761.31,764.74,733.95,736.69,56485.85,-3.233899463,0.040443446,0.799610263,10/05/2018,Thursday
10/05/2018,20:00,736.68,740.4,722.12,723.38,27814.29,-1.805397187,0.024814031,0.727571116,10/05/2018,Thursday
11/05/2018,00:00,723.39,732.0,717.0,730.62,35822.14,0.999460872,0.020735703,0.482000000,11/05/2018,Friday
11/05/2018,04:00,730.61,736.55,684.0,693.255922,70093.45,-5.112724709,0.071926199,0.710829267,11/05/2018,Friday
11/05/2018,08:00,693.23,712.11,677.46,678.34,75239.41,-2.147916276,0.049983411,0.429725830,11/05/2018,Friday
11/05/2018,12:00,678.33,688.66,666.01,680.53,86454.78,0.324325918,0.033390827,0.097130243,11/05/2018,Friday
11/05/2018,16:00,681.13,693.13,677.11,688.95,40946.24,1.148092141,0.023519739,0.488139825,11/05/2018,Friday
11/05/2018,20:00,688.95,691.91,666.0,678.05,39503.32,-1.582117715,0.037607954,0.420686993,11/05/2018,Friday
12/05/2018,00:00,677.99,686.3,673.5,676.21,22593.94,-0.262540745,0.018879335,0.139062500,12/05/2018,Saturday
12/05/2018,04:00,676.23,679.35,637.12,653.0,75690.94,-3.435221744,0.062449167,0.550082879,12/05/2018,Saturday
12/05/2018,08:00,652.9,682.0,639.01,676.96,63154.06,3.685097258,0.065844693,0.559665038,12/05/2018,Saturday
12/05/2018,12:00,676.96,688.257519,654.08,659.96,46662.49,-2.511226660,0.050486763,0.497402986,12/05/2018,Saturday
12/05/2018,16:00,660.5,682.31,650.72,679.92,37212.08,2.940196821,0.047827403,0.614751504,12/05/2018,Saturday
12/05/2018,20:00,679.93,690.92,668.02,683.32,21923.31,0.498580736,0.033679938,0.148034934,12/05/2018,Saturday
13/05/2018,00:00,683.48,688.13,669.41,680.67,14654.75,-0.411131269,0.027389243,0.150106838,13/05/2018,Sunday
13/05/2018,04:00,680.67,686.95,668.25,682.88,19353.3,0.324680095,0.027472931,0.118181818,13/05/2018,Sunday
13/05/2018,08:00,682.5,699.9,677.9,695.07,38704.21,1.841758242,0.032234432,0.571363636,13/05/2018,Sunday
13/05/2018,12:00,695.06,731.93,695.06,726.56,46708.69,4.531982850,0.053045780,0.854353133,13/05/2018,Sunday
13/05/2018,16:00,726.56,740.16,716.91,728.24,57402.58,0.231226602,0.032000110,0.072258065,13/05/2018,Sunday
13/05/2018,20:00,728.24,740.0,725.9,728.78,28827.49,0.074151379,0.019361749,0.038297872,13/05/2018,Sunday
14/05/2018,00:00,728.83,733.52,693.48,694.94,54990.52,-4.649918362,0.054937365,0.846403596,14/05/2018,Monday
14/05/2018,04:00,694.94,704.79,685.88,702.0,39486.05,1.015915043,0.027210982,0.373347435,14/05/2018,Monday
14/05/2018,08:00,702.0,714.89,697.41,711.88,26128.8,1.407407407,0.024900285,0.565217391,14/05/2018,Monday
14/05/2018,12:00,711.88,741.71,684.36,733.0,114547.17,2.966792156,0.080561331,0.368265039,14/05/2018,Monday
14/05/2018,16:00,733.01,738.69,726.96,733.76,22745.86,0.102317840,0.016002510,0.063938619,14/05/2018,Monday
14/05/2018,20:00,733.75,742.72,717.14,727.41,29426.45,-0.864054514,0.034862010,0.247849883,14/05/2018,Monday
15/05/2018,00:00,727.42,735.59,719.27,727.65,17240.43,0.031618597,0.022435457,0.014093137,15/05/2018,Tuesday
15/05/2018,04:00,727.65,736.48,725.69,734.64,18595.62,0.960626675,0.014828558,0.647822057,15/05/2018,Tuesday
15/05/2018,08:00,734.65,739.3,722.0,732.1,29161.2,-0.347104063,0.023548629,0.147398844,15/05/2018,Tuesday
15/05/2018,12:00,732.09,734.9,707.43,717.43,50230.47,-2.002486033,0.037522709,0.533673098,15/05/2018,Tuesday
15/05/2018,16:00,717.43,728.0,707.0,713.52,33514.53,-0.545000906,0.029271148,0.186190476,15/05/2018,Tuesday
15/05/2018,20:00,713.5,714.72,694.76,705.06,25627.1,-1.182901191,0.027974772,0.422845691,15/05/2018,Tuesday
16/05/2018,00:00,705.07,707.87,675.21,678.69,47871.31,-3.741472478,0.046321642,0.807715860,16/05/2018,Wednesday
16/05/2018,04:00,678.65,693.0,677.0,690.61,22917.32,1.762322257,0.023576217,0.747500000,16/05/2018,Wednesday
16/05/2018,08:00,690.61,710.0,685.0,705.13,28871.55,2.102489104,0.036199881,0.580800000,16/05/2018,Wednesday
16/05/2018,12:00,705.13,708.7,645.0,697.32,47284.36,-1.107597181,0.090337952,0.122605965,16/05/2018,Wednesday
16/05/2018,16:00,696.96,705.07,690.0,695.3,24106.73,-0.238177227,0.021622475,0.110152621,16/05/2018,Wednesday
16/05/2018,20:00,694.51,707.62,692.38,706.57,11158.84,1.736476077,0.021943529,0.791338583,16/05/2018,Wednesday
17/05/2018,00:00,707.33,718.9,705.67,709.87,26966.23,0.359096885,0.018704141,0.191987906,17/05/2018,Thursday
17/05/2018,04:00,709.87,713.73,693.61,698.0,15856.08,-1.672137152,0.028343218,0.589960239,17/05/2018,Thursday
17/05/2018,08:00,698.0,703.63,696.13,699.93,18971.74,0.276504298,0.010744986,0.257333333,17/05/2018,Thursday
17/05/2018,12:00,700.28,708.05,693.7,705.85,19621.26,0.795396127,0.020491803,0.388153310,17/05/2018,Thursday
17/05/2018,16:00,705.73,707.28,678.0,683.64,29716.55,-3.130092245,0.041488955,0.754439891,17/05/2018,Thursday
17/05/2018,20:00,683.64,689.9,660.5,667.84,40152.73,-2.311157919,0.043005090,0.537414966,17/05/2018,Thursday
18/05/2018,00:00,667.85,674.94,657.59,669.54,29025.72,0.253050835,0.025978887,0.097406340,18/05/2018,Friday
18/05/2018,04:00,669.39,682.84,666.41,677.05,34018.39,1.144325431,0.024544735,0.466220329,18/05/2018,Friday
18/05/2018,08:00,677.05,684.56,673.57,680.13,20357.18,0.454914703,0.016232184,0.280254777,18/05/2018,Friday
18/05/2018,12:00,680.27,683.16,666.45,676.57,23228.41,-0.543901686,0.024563776,0.221424297,18/05/2018,Friday
18/05/2018,16:00,676.57,691.95,672.0,689.48,32526.83,1.908154367,0.029486971,0.647117794,18/05/2018,Friday
18/05/2018,20:00,689.47,694.81,684.5,693.61,8946.96,0.600461224,0.014953515,0.401551891,18/05/2018,Friday
19/05/2018,00:00,693.61,695.92,683.008949,693.21,12850.3,-0.057669295,0.018614280,0.030981211,19/05/2018,Saturday
19/05/2018,04:00,693.22,695.54,681.08,684.38,14248.7,-1.275208448,0.020859179,0.611341632,19/05/2018,Saturday
19/05/2018,08:00,684.38,710.15,682.78,710.15,23689.5,3.765451942,0.039992402,0.941541834,19/05/2018,Saturday
19/05/2018,12:00,710.03,718.36,703.83,707.71,28270.23,-0.326746757,0.020463924,0.159669649,19/05/2018,Saturday
19/05/2018,16:00,707.71,707.72,700.0,704.01,9595.45,-0.522813017,0.010908423,0.479274611,19/05/2018,Saturday
19/05/2018,20:00,704.0,706.0,683.73,696.37,19653.61,-1.083806818,0.031633523,0.342613381,19/05/2018,Saturday
20/05/2018,00:00,695.82,712.0,687.42,702.3,21730.49,0.931275330,0.035325228,0.263628967,20/05/2018,Sunday
20/05/2018,04:00,702.3,709.59,701.88,706.51,11778.36,0.599458921,0.010978214,0.546044099,20/05/2018,Sunday
20/05/2018,08:00,706.0,717.7,703.45,712.84,34439.95,0.968838527,0.020184136,0.480000000,20/05/2018,Sunday
20/05/2018,12:00,712.85,716.5,707.41,713.28,12759.5,0.060321246,0.012751631,0.047304730,20/05/2018,Sunday
20/05/2018,16:00,713.28,722.642063,713.28,719.38,23907.88,0.855204127,0.013125369,0.651565793,20/05/2018,Sunday
20/05/2018,20:00,719.34,720.99,710.64,715.5,11800.74,-0.533822671,0.014388189,0.371014493,20/05/2018,Sunday
21/05/2018,00:00,715.1,718.18,702.44,711.6,12711.88,-0.489442036,0.022010908,0.222363405,21/05/2018,Monday
21/05/2018,04:00,711.59,720.0,710.24,716.92,18396.17,0.749026827,0.013715763,0.546106557,21/05/2018,Monday
21/05/2018,08:00,716.92,717.59,705.05,709.99,13245.39,-0.966635050,0.017491491,0.552631579,21/05/2018,Monday
21/05/2018,12:00,709.7,710.5,695.78,700.36,17040.22,-1.316049035,0.020741158,0.634510870,21/05/2018,Monday
21/05/2018,16:00,700.36,700.37,685.94,696.15,17283.51,-0.601119424,0.020603690,0.291753292,21/05/2018,Monday
21/05/2018,20:00,696.16,700.29,692.86,696.13,6222.94,-0.004309354,0.010672834,0.004037685,21/05/2018,Monday
22/05/2018,00:00,696.51,698.11,677.86,687.3,28423.52,-1.322306930,0.029073524,0.454814815,22/05/2018,Tuesday
22/05/2018,04:00,687.29,697.73,683.7,693.09,18636.81,0.843894135,0.020413508,0.413399857,22/05/2018,Tuesday
22/05/2018,08:00,692.93,693.77,676.01,682.98,32481.46,-1.435931479,0.025630295,0.560247748,22/05/2018,Tuesday
22/05/2018,12:00,682.98,686.78,674.12,678.36,42847.45,-0.676447334,0.018536414,0.364928910,22/05/2018,Tuesday
22/05/2018,16:00,678.36,680.0,660.92,665.69,33345.15,-1.867739843,0.028126658,0.664046122,22/05/2018,Tuesday
22/05/2018,20:00,665.68,665.69,638.27,639.99,47093.62,-3.859211633,0.041190963,0.936907367,22/05/2018,Tuesday
23/05/2018,00:00,640.0,649.49,622.0,639.39,63617.66,-0.095312500,0.042953125,0.022189887,23/05/2018,Wednesday
23/05/2018,04:00,639.39,641.92,617.76,619.78,46754.02,-3.066985721,0.037786015,0.811672185,23/05/2018,Wednesday
23/05/2018,08:00,619.78,625.2,607.99,620.0,57499.05,0.035496466,0.027767918,0.012783266,23/05/2018,Wednesday
23/05/2018,12:00,620.19,626.7,592.8,599.15,61931.52,-3.392508747,0.054660669,0.620648968,23/05/2018,Wednesday
23/05/2018,16:00,599.16,599.7,564.03,591.2,132418.26,-1.328526604,0.059533347,0.223156714,23/05/2018,Wednesday
23/05/2018,20:00,591.2,598.0,568.99,576.89,56564.03,-2.420500677,0.049069689,0.493278180,23/05/2018,Wednesday
24/05/2018,00:00,576.9,599.46,576.89,594.94,39039.81,3.127058416,0.039122898,0.799291094,24/05/2018,Thursday
24/05/2018,04:00,595.0,608.88,589.0,590.12,37393.18,-0.820168067,0.033411765,0.245472837,24/05/2018,Thursday
24/05/2018,08:00,590.22,590.61,538.97,564.41,177039.36,-4.372945681,0.087492799,0.499806352,24/05/2018,Thursday
24/05/2018,12:00,564.41,592.89,554.16,592.88,71981.97,5.044205453,0.068620329,0.735089078,24/05/2018,Thursday
